Gene > Secondary Identifier	Gene > Symbol	Gene > DB identifier	Gene > Organism Name	Gene > Cytological Location	Gene > Name	Gene > Description
CR45474	CR45474	FBgn0267030	Drosophila melanogaster	""	""	""
CR45475	CR45475	FBgn0267031	Drosophila melanogaster	""	""	""
CR45476	CR45476	FBgn0267032	Drosophila melanogaster	""	""	""
CR45478	CR45478	FBgn0267034	Drosophila melanogaster	""	""	""
CR45479	CR45479	FBgn0267035	Drosophila melanogaster	""	""	""
CR45480	CR45480	FBgn0267036	Drosophila melanogaster	""	""	""
CR45481	CR45481	FBgn0267037	Drosophila melanogaster	""	""	""
CR45482	CR45482	FBgn0267038	Drosophila melanogaster	""	""	""
CR45483	CR45483	FBgn0267039	Drosophila melanogaster	""	""	""
CR45484	CR45484	FBgn0267040	Drosophila melanogaster	""	""	""
CR45485	CR45485	FBgn0267041	Drosophila melanogaster	""	""	""
CR45495	CR45495	FBgn0267051	Drosophila melanogaster	""	""	""
CR45496	CR45496	FBgn0267052	Drosophila melanogaster	""	""	""
CR45497	CR45497	FBgn0267053	Drosophila melanogaster	""	""	""
CR45498	CR45498	FBgn0267054	Drosophila melanogaster	""	""	""
CR45499	CR45499	FBgn0267055	Drosophila melanogaster	""	""	""
CR45500	CR45500	FBgn0267056	Drosophila melanogaster	""	""	""
CR45501	CR45501	FBgn0267057	Drosophila melanogaster	""	""	""
CR45502	CR45502	FBgn0267058	Drosophila melanogaster	""	""	""
CR45503	CR45503	FBgn0267059	Drosophila melanogaster	""	""	""
CR45504	CR45504	FBgn0267060	Drosophila melanogaster	""	""	""
CR45505	CR45505	FBgn0267061	Drosophila melanogaster	""	""	""
CR45506	CR45506	FBgn0267062	Drosophila melanogaster	""	""	""
CR45507	CR45507	FBgn0267063	Drosophila melanogaster	""	""	""
CR45508	CR45508	FBgn0267064	Drosophila melanogaster	""	""	""
CR45509	CR45509	FBgn0267065	Drosophila melanogaster	""	""	""
CR45510	CR45510	FBgn0267066	Drosophila melanogaster	""	""	""
CR45511	CR45511	FBgn0267067	Drosophila melanogaster	""	""	""
CR45512	CR45512	FBgn0267068	Drosophila melanogaster	""	""	""
CR45513	CR45513	FBgn0267069	Drosophila melanogaster	""	""	""
CR45514	CR45514	FBgn0267070	Drosophila melanogaster	""	""	""
CR45515	CR45515	FBgn0267071	Drosophila melanogaster	""	""	""
CR45516	CR45516	FBgn0267072	Drosophila melanogaster	""	""	""
CR45517	CR45517	FBgn0267073	Drosophila melanogaster	""	""	""
CR45518	CR45518	FBgn0267074	Drosophila melanogaster	""	""	""
CR45519	CR45519	FBgn0267075	Drosophila melanogaster	""	""	""
CR45520	CR45520	FBgn0267076	Drosophila melanogaster	""	""	""
CR45521	CR45521	FBgn0267077	Drosophila melanogaster	""	""	""
CR45522	CR45522	FBgn0267078	Drosophila melanogaster	""	""	""
CR45523	CR45523	FBgn0267079	Drosophila melanogaster	""	""	""
CR45524	CR45524	FBgn0267080	Drosophila melanogaster	""	""	""
CR45525	CR45525	FBgn0267081	Drosophila melanogaster	""	""	""
CR45526	CR45526	FBgn0267082	Drosophila melanogaster	""	""	""
CR45527	CR45527	FBgn0267083	Drosophila melanogaster	""	""	""
CR45528	CR45528	FBgn0267084	Drosophila melanogaster	""	""	""
CR45529	CR45529	FBgn0267085	Drosophila melanogaster	""	""	""
CR45530	CR45530	FBgn0267086	Drosophila melanogaster	""	""	""
CR45531	CR45531	FBgn0267087	Drosophila melanogaster	""	""	""
CR45532	CR45532	FBgn0267088	Drosophila melanogaster	""	""	""
CR45533	CR45533	FBgn0267089	Drosophila melanogaster	""	""	""
CR45534	CR45534	FBgn0267090	Drosophila melanogaster	""	""	""
CR45535	CR45535	FBgn0267091	Drosophila melanogaster	""	""	""
CR45536	CR45536	FBgn0267096	Drosophila melanogaster	""	""	""
CR45537	CR45537	FBgn0267097	Drosophila melanogaster	""	""	""
CR45538	CR45538	FBgn0267098	Drosophila melanogaster	""	""	""
CR45539	CR45539	FBgn0267099	Drosophila melanogaster	""	""	""
CR45540	CR45540	FBgn0267100	Drosophila melanogaster	""	""	""
CR45541	CR45541	FBgn0267101	Drosophila melanogaster	""	""	""
CR45542	CR45542	FBgn0267102	Drosophila melanogaster	""	""	""
CR45543	CR45543	FBgn0267103	Drosophila melanogaster	""	""	""
CR45547	CR45547	FBgn0267107	Drosophila melanogaster	""	""	""
CR45548	CR45548	FBgn0267108	Drosophila melanogaster	""	""	""
CR45549	CR45549	FBgn0267109	Drosophila melanogaster	""	""	""
CR45550	CR45550	FBgn0267110	Drosophila melanogaster	""	""	""
CR45551	CR45551	FBgn0267111	Drosophila melanogaster	""	""	""
CR45552	CR45552	FBgn0267112	Drosophila melanogaster	""	""	""
CR45553	CR45553	FBgn0267113	Drosophila melanogaster	""	""	""
CR45554	CR45554	FBgn0267114	Drosophila melanogaster	""	""	""
CR45555	CR45555	FBgn0267115	Drosophila melanogaster	""	""	""
CR45556	CR45556	FBgn0267116	Drosophila melanogaster	""	""	""
CR45557	CR45557	FBgn0267117	Drosophila melanogaster	""	""	""
CR45558	CR45558	FBgn0267118	Drosophila melanogaster	""	""	""
CR45559	CR45559	FBgn0267119	Drosophila melanogaster	""	""	""
CR45560	CR45560	FBgn0267120	Drosophila melanogaster	""	""	""
CR45561	CR45561	FBgn0267121	Drosophila melanogaster	""	""	""
CR45562	CR45562	FBgn0267122	Drosophila melanogaster	""	""	""
CR45563	CR45563	FBgn0267123	Drosophila melanogaster	""	""	""
CR45564	CR45564	FBgn0267124	Drosophila melanogaster	""	""	""
CR45565	CR45565	FBgn0267125	Drosophila melanogaster	""	""	""
CR45566	CR45566	FBgn0267126	Drosophila melanogaster	""	""	""
CR45567	CR45567	FBgn0267127	Drosophila melanogaster	""	""	""
CR45568	CR45568	FBgn0267128	Drosophila melanogaster	""	""	""
CR45569	CR45569	FBgn0267129	Drosophila melanogaster	""	""	""
CR45570	CR45570	FBgn0267130	Drosophila melanogaster	""	""	""
CR45571	CR45571	FBgn0267131	Drosophila melanogaster	""	""	""
CR45572	CR45572	FBgn0267132	Drosophila melanogaster	""	""	""
CR45573	CR45573	FBgn0267133	Drosophila melanogaster	""	""	""
CR45574	CR45574	FBgn0267134	Drosophila melanogaster	""	""	""
CR45575	CR45575	FBgn0267135	Drosophila melanogaster	""	""	""
CR45576	CR45576	FBgn0267136	Drosophila melanogaster	""	""	""
CR45577	CR45577	FBgn0267137	Drosophila melanogaster	""	""	""
CR45578	CR45578	FBgn0267138	Drosophila melanogaster	""	""	""
CR45579	CR45579	FBgn0267139	Drosophila melanogaster	""	""	""
CR45580	CR45580	FBgn0267140	Drosophila melanogaster	""	""	""
CR45581	CR45581	FBgn0267141	Drosophila melanogaster	""	""	""
CR45582	CR45582	FBgn0267142	Drosophila melanogaster	""	""	""
CR45583	CR45583	FBgn0267143	Drosophila melanogaster	""	""	""
CR45584	CR45584	FBgn0267144	Drosophila melanogaster	""	""	""
CR45585	CR45585	FBgn0267145	Drosophila melanogaster	""	""	""
CR45586	CR45586	FBgn0267146	Drosophila melanogaster	""	""	""
CR45587	CR45587	FBgn0267147	Drosophila melanogaster	""	""	""
CR45588	CR45588	FBgn0267148	Drosophila melanogaster	""	""	""
CR45589	CR45589	FBgn0267149	Drosophila melanogaster	""	""	""
CR45590	CR45590	FBgn0267150	Drosophila melanogaster	""	""	""
CR45591	CR45591	FBgn0267151	Drosophila melanogaster	""	""	""
CR45592	CR45592	FBgn0267152	Drosophila melanogaster	""	""	""
CR45593	CR45593	FBgn0267153	Drosophila melanogaster	""	""	""
CR45594	CR45594	FBgn0267154	Drosophila melanogaster	""	""	""
CR45595	CR45595	FBgn0267155	Drosophila melanogaster	""	""	""
CR45596	CR45596	FBgn0267156	Drosophila melanogaster	""	""	""
CR45597	CR45597	FBgn0267157	Drosophila melanogaster	""	""	""
CR45598	CR45598	FBgn0267158	Drosophila melanogaster	""	""	""
CR45599	CR45599	FBgn0267159	Drosophila melanogaster	""	""	""
CR45600	CR45600	FBgn0267160	Drosophila melanogaster	""	""	""
CR45601	CR45601	FBgn0267161	Drosophila melanogaster	""	""	""
CR45602	CR45602	FBgn0267162	Drosophila melanogaster	""	""	""
CR45604	CR45604	FBgn0267164	Drosophila melanogaster	""	""	""
CR45605	CR45605	FBgn0267165	Drosophila melanogaster	""	""	""
CR45606	CR45606	FBgn0267166	Drosophila melanogaster	""	""	""
CR45607	CR45607	FBgn0267167	Drosophila melanogaster	""	""	""
CR45608	CR45608	FBgn0267168	Drosophila melanogaster	""	""	""
CR45609	CR45609	FBgn0267169	Drosophila melanogaster	""	""	""
CR45610	CR45610	FBgn0267170	Drosophila melanogaster	""	""	""
CR45611	CR45611	FBgn0267171	Drosophila melanogaster	""	""	""
CR45612	CR45612	FBgn0267172	Drosophila melanogaster	""	""	""
CR45613	CR45613	FBgn0267173	Drosophila melanogaster	""	""	""
CR45614	CR45614	FBgn0267174	Drosophila melanogaster	""	""	""
CR45615	CR45615	FBgn0267175	Drosophila melanogaster	""	""	""
CR45616	CR45616	FBgn0267176	Drosophila melanogaster	""	""	""
CR45617	CR45617	FBgn0267177	Drosophila melanogaster	""	""	""
CR45618	CR45618	FBgn0267178	Drosophila melanogaster	""	""	""
CR45619	CR45619	FBgn0267179	Drosophila melanogaster	""	""	""
CR45620	CR45620	FBgn0267180	Drosophila melanogaster	""	""	""
CR45621	CR45621	FBgn0267181	Drosophila melanogaster	""	""	""
CR45622	CR45622	FBgn0267182	Drosophila melanogaster	""	""	""
CR45623	CR45623	FBgn0267183	Drosophila melanogaster	""	""	""
CR45624	CR45624	FBgn0267184	Drosophila melanogaster	""	""	""
CR45625	CR45625	FBgn0267185	Drosophila melanogaster	""	""	""
CR45626	CR45626	FBgn0267186	Drosophila melanogaster	""	""	""
CR45627	CR45627	FBgn0267187	Drosophila melanogaster	""	""	""
CR45628	CR45628	FBgn0267188	Drosophila melanogaster	""	""	""
CR45629	CR45629	FBgn0267189	Drosophila melanogaster	""	""	""
CR45630	CR45630	FBgn0267190	Drosophila melanogaster	""	""	""
CR45631	CR45631	FBgn0267191	Drosophila melanogaster	""	""	""
CR45632	CR45632	FBgn0267192	Drosophila melanogaster	""	""	""
CR45633	CR45633	FBgn0267193	Drosophila melanogaster	""	""	""
CR45634	CR45634	FBgn0267194	Drosophila melanogaster	""	""	""
CR45635	CR45635	FBgn0267195	Drosophila melanogaster	""	""	""
CR45636	CR45636	FBgn0267196	Drosophila melanogaster	""	""	""
CR45637	CR45637	FBgn0267197	Drosophila melanogaster	""	""	""
CR45638	CR45638	FBgn0267198	Drosophila melanogaster	""	""	""
CR45639	CR45639	FBgn0267199	Drosophila melanogaster	""	""	""
CR45640	CR45640	FBgn0267200	Drosophila melanogaster	""	""	""
CR45641	CR45641	FBgn0267201	Drosophila melanogaster	""	""	""
CR45642	CR45642	FBgn0267202	Drosophila melanogaster	""	""	""
CR45643	CR45643	FBgn0267203	Drosophila melanogaster	""	""	""
CR45644	CR45644	FBgn0267204	Drosophila melanogaster	""	""	""
CR45645	CR45645	FBgn0267205	Drosophila melanogaster	""	""	""
CR45646	CR45646	FBgn0267206	Drosophila melanogaster	""	""	""
CR45647	CR45647	FBgn0267207	Drosophila melanogaster	""	""	""
CR45648	CR45648	FBgn0267208	Drosophila melanogaster	""	""	""
CR45649	CR45649	FBgn0267209	Drosophila melanogaster	""	""	""
CR45650	CR45650	FBgn0267210	Drosophila melanogaster	""	""	""
CR45651	CR45651	FBgn0267211	Drosophila melanogaster	""	""	""
CR45652	CR45652	FBgn0267212	Drosophila melanogaster	""	""	""
CR45653	CR45653	FBgn0267213	Drosophila melanogaster	""	""	""
CR45654	CR45654	FBgn0267214	Drosophila melanogaster	""	""	""
CR45655	CR45655	FBgn0267215	Drosophila melanogaster	""	""	""
CR45656	CR45656	FBgn0267216	Drosophila melanogaster	""	""	""
CR45657	CR45657	FBgn0267217	Drosophila melanogaster	""	""	""
CR45658	CR45658	FBgn0267218	Drosophila melanogaster	""	""	""
CR45659	CR45659	FBgn0267219	Drosophila melanogaster	""	""	""
CR45660	CR45660	FBgn0267220	Drosophila melanogaster	""	""	""
CR45661	CR45661	FBgn0267221	Drosophila melanogaster	""	""	""
CR45662	CR45662	FBgn0267222	Drosophila melanogaster	""	""	""
CR45663	CR45663	FBgn0267223	Drosophila melanogaster	""	""	""
CR45664	CR45664	FBgn0267224	Drosophila melanogaster	""	""	""
CR45665	CR45665	FBgn0267225	Drosophila melanogaster	""	""	""
CR45666	CR45666	FBgn0267226	Drosophila melanogaster	""	""	""
CR45667	CR45667	FBgn0267227	Drosophila melanogaster	""	""	""
CR45668	CR45668	FBgn0267228	Drosophila melanogaster	""	""	""
CR45669	CR45669	FBgn0267229	Drosophila melanogaster	""	""	""
CR45670	CR45670	FBgn0267230	Drosophila melanogaster	""	""	""
CR45671	CR45671	FBgn0267231	Drosophila melanogaster	""	""	""
CR45672	CR45672	FBgn0267232	Drosophila melanogaster	""	""	""
CR45673	CR45673	FBgn0267233	Drosophila melanogaster	""	""	""
CR45674	CR45674	FBgn0267234	Drosophila melanogaster	""	""	""
CR45675	CR45675	FBgn0267235	Drosophila melanogaster	""	""	""
CR45677	CR45677	FBgn0267237	Drosophila melanogaster	""	""	""
CR45678	CR45678	FBgn0267238	Drosophila melanogaster	""	""	""
CR45679	CR45679	FBgn0267239	Drosophila melanogaster	""	""	""
CR45680	CR45680	FBgn0267240	Drosophila melanogaster	""	""	""
CR45681	CR45681	FBgn0267241	Drosophila melanogaster	""	""	""
CR45682	CR45682	FBgn0267242	Drosophila melanogaster	""	""	""
CR45683	CR45683	FBgn0267243	Drosophila melanogaster	""	""	""
CR45684	CR45684	FBgn0267244	Drosophila melanogaster	""	""	""
CR45685	CR45685	FBgn0267245	Drosophila melanogaster	""	""	""
CR45686	CR45686	FBgn0267246	Drosophila melanogaster	""	""	""
CR45687	CR45687	FBgn0267247	Drosophila melanogaster	""	""	""
CR45688	CR45688	FBgn0267248	Drosophila melanogaster	""	""	""
CR45689	CR45689	FBgn0267249	Drosophila melanogaster	""	""	""
CR45692	CR45692	FBgn0267256	Drosophila melanogaster	""	""	""
CR45693	CR45693	FBgn0267257	Drosophila melanogaster	""	""	""
CR45694	CR45694	FBgn0267258	Drosophila melanogaster	""	""	""
CR45695	CR45695	FBgn0267259	Drosophila melanogaster	""	""	""
CR45696	CR45696	FBgn0267260	Drosophila melanogaster	""	""	""
CR45697	CR45697	FBgn0267261	Drosophila melanogaster	""	""	""
CR45698	CR45698	FBgn0267262	Drosophila melanogaster	""	""	""
CR45699	CR45699	FBgn0267263	Drosophila melanogaster	""	""	""
CR45700	CR45700	FBgn0267264	Drosophila melanogaster	""	""	""
CR45701	CR45701	FBgn0267265	Drosophila melanogaster	""	""	""
CR45702	CR45702	FBgn0267266	Drosophila melanogaster	""	""	""
CR45703	CR45703	FBgn0267267	Drosophila melanogaster	""	""	""
CR45704	CR45704	FBgn0267268	Drosophila melanogaster	""	""	""
CR45705	CR45705	FBgn0267269	Drosophila melanogaster	""	""	""
CR45706	CR45706	FBgn0267270	Drosophila melanogaster	""	""	""
CR45707	CR45707	FBgn0267271	Drosophila melanogaster	""	""	""
CR45708	CR45708	FBgn0267272	Drosophila melanogaster	""	""	""
CR45709	CR45709	FBgn0267273	Drosophila melanogaster	""	""	""
CR45710	CR45710	FBgn0267274	Drosophila melanogaster	""	""	""
CR45711	CR45711	FBgn0267275	Drosophila melanogaster	""	""	""
CR45712	CR45712	FBgn0267276	Drosophila melanogaster	""	""	""
CR45713	CR45713	FBgn0267277	Drosophila melanogaster	""	""	""
CR45714	CR45714	FBgn0267278	Drosophila melanogaster	""	""	""
CR45715	CR45715	FBgn0267279	Drosophila melanogaster	""	""	""
CR45716	CR45716	FBgn0267280	Drosophila melanogaster	""	""	""
CR45717	CR45717	FBgn0267281	Drosophila melanogaster	""	""	""
CR45718	CR45718	FBgn0267282	Drosophila melanogaster	""	""	""
CR45719	CR45719	FBgn0267283	Drosophila melanogaster	""	""	""
CR45720	CR45720	FBgn0267284	Drosophila melanogaster	""	""	""
CR45721	CR45721	FBgn0267285	Drosophila melanogaster	""	""	""
CR45722	CR45722	FBgn0267286	Drosophila melanogaster	""	""	""
CR45723	CR45723	FBgn0267287	Drosophila melanogaster	""	""	""
CR45724	CR45724	FBgn0267288	Drosophila melanogaster	""	""	""
CR45725	CR45725	FBgn0267289	Drosophila melanogaster	""	""	""
CR45726	CR45726	FBgn0267290	Drosophila melanogaster	""	""	""
CR45727	CR45727	FBgn0267291	Drosophila melanogaster	""	""	""
CR45728	CR45728	FBgn0267292	Drosophila melanogaster	""	""	""
CR45729	CR45729	FBgn0267293	Drosophila melanogaster	""	""	""
CR45730	CR45730	FBgn0267294	Drosophila melanogaster	""	""	""
CR45731	CR45731	FBgn0267295	Drosophila melanogaster	""	""	""
CR45732	CR45732	FBgn0267296	Drosophila melanogaster	""	""	""
CR45733	CR45733	FBgn0267297	Drosophila melanogaster	""	""	""
CR45734	CR45734	FBgn0267298	Drosophila melanogaster	""	""	""
CR45735	CR45735	FBgn0267299	Drosophila melanogaster	""	""	""
CR45736	CR45736	FBgn0267300	Drosophila melanogaster	""	""	""
CR45737	CR45737	FBgn0267301	Drosophila melanogaster	""	""	""
CR45738	CR45738	FBgn0267302	Drosophila melanogaster	""	""	""
CR45739	CR45739	FBgn0267303	Drosophila melanogaster	""	""	""
CR45740	CR45740	FBgn0267304	Drosophila melanogaster	""	""	""
CR45741	CR45741	FBgn0267305	Drosophila melanogaster	""	""	""
CR45742	CR45742	FBgn0267306	Drosophila melanogaster	""	""	""
CR45743	CR45743	FBgn0267307	Drosophila melanogaster	""	""	""
CR45744	CR45744	FBgn0267308	Drosophila melanogaster	""	""	""
CR45745	CR45745	FBgn0267309	Drosophila melanogaster	""	""	""
CR45746	CR45746	FBgn0267310	Drosophila melanogaster	""	""	""
CR45747	CR45747	FBgn0267311	Drosophila melanogaster	""	""	""
CR45748	CR45748	FBgn0267312	Drosophila melanogaster	""	""	""
CR45749	CR45749	FBgn0267313	Drosophila melanogaster	""	""	""
CR4575	CR4575	FBgn0029920	Drosophila melanogaster	6E3-6E3	""	""
CR45750	CR45750	FBgn0267314	Drosophila melanogaster	""	""	""
CR45751	CR45751	FBgn0267315	Drosophila melanogaster	""	""	""
CR45752	CR45752	FBgn0267316	Drosophila melanogaster	""	""	""
CR45753	CR45753	FBgn0267317	Drosophila melanogaster	""	""	""
CR45754	CR45754	FBgn0267318	Drosophila melanogaster	""	""	""
CR45755	CR45755	FBgn0267319	Drosophila melanogaster	""	""	""
CR45756	CR45756	FBgn0267320	Drosophila melanogaster	""	""	""
CR45757	CR45757	FBgn0267321	Drosophila melanogaster	""	""	""
CR45758	CR45758	FBgn0267322	Drosophila melanogaster	""	""	""
CR45759	CR45759	FBgn0267323	Drosophila melanogaster	""	""	""
CR45761	CR45761	FBgn0267399	Drosophila melanogaster	""	""	""
CR45762	CR45762	FBgn0267400	Drosophila melanogaster	""	""	""
CR45771	CR45771	FBgn0267418	Drosophila melanogaster	""	""	""
CR45772	CR45772	FBgn0267419	Drosophila melanogaster	""	""	""
CR45773	CR45773	FBgn0267420	Drosophila melanogaster	""	""	""
CR45774	Mst77Y-8Psi	FBgn0267494	Drosophila melanogaster	""	Male-specific pseudogene 77Y 8	""
CR45775	CR45775	FBgn0267422	Drosophila melanogaster	""	""	""
CR45776	CR45776	FBgn0267423	Drosophila melanogaster	""	""	""
CR45777	CR45777	FBgn0267424	Drosophila melanogaster	""	""	""
CR45778	CR45778	FBgn0267425	Drosophila melanogaster	""	""	""
CR45779	CR45779	FBgn0267426	Drosophila melanogaster	""	""	""
CR45780	CR45780	FBgn0267427	Drosophila melanogaster	""	""	""
CR45788	CR45788	FBgn0267438	Drosophila melanogaster	""	""	""
CR45789	CR45789	FBgn0267439	Drosophila melanogaster	""	""	""
CR45790	CR45790	FBgn0267440	Drosophila melanogaster	""	""	""
CR45791	CR45791	FBgn0267441	Drosophila melanogaster	""	""	""
CR45792	CR45792	FBgn0267442	Drosophila melanogaster	""	""	""
CR45793	CR45793	FBgn0267443	Drosophila melanogaster	""	""	""
CR45794	Su(Ste):CR45794	FBgn0267444	Drosophila melanogaster	""	Supressor of Stellate:CR45794	""
CR45795	Su(Ste):CR45795	FBgn0267445	Drosophila melanogaster	""	Supressor of Stellate:CR45795	""
CR45796	Su(Ste):CR45796	FBgn0267446	Drosophila melanogaster	""	Supressor of Stellate:CR45796	""
CR45797	CR45797	FBgn0267447	Drosophila melanogaster	""	""	""
CR45798	CR45798	FBgn0267448	Drosophila melanogaster	""	""	""
CR45800	CR45800	FBgn0267450	Drosophila melanogaster	""	""	""
CR45801	CR45801	FBgn0267451	Drosophila melanogaster	""	""	""
CR45802	CR45802	FBgn0267452	Drosophila melanogaster	""	""	""
CR45803	CR45803	FBgn0267453	Drosophila melanogaster	""	""	""
CR45804	CR45804	FBgn0267454	Drosophila melanogaster	""	""	""
CR45805	CR45805	FBgn0267455	Drosophila melanogaster	""	""	""
CR45806	CR45806	FBgn0267456	Drosophila melanogaster	""	""	""
CR45807	CR45807	FBgn0267457	Drosophila melanogaster	""	""	""
CR45808	CR45808	FBgn0267458	Drosophila melanogaster	""	""	""
CR45809	CR45809	FBgn0267459	Drosophila melanogaster	""	""	""
CR45810	CR45810	FBgn0267460	Drosophila melanogaster	""	""	""
CR45811	CR45811	FBgn0267461	Drosophila melanogaster	""	""	""
CR45812	CR45812	FBgn0267462	Drosophila melanogaster	""	""	""
CR45813	CR45813	FBgn0267463	Drosophila melanogaster	""	""	""
CR45814	CR45814	FBgn0267464	Drosophila melanogaster	""	""	""
CR45815	CR45815	FBgn0267465	Drosophila melanogaster	""	""	""
CR45818	CR45818	FBgn0267468	Drosophila melanogaster	""	""	""
CR45819	CR45819	FBgn0267469	Drosophila melanogaster	""	""	""
CR45820	CR45820	FBgn0267470	Drosophila melanogaster	""	""	""
CR45821	CR45821	FBgn0267471	Drosophila melanogaster	""	""	""
CR45822	CR45822	FBgn0267472	Drosophila melanogaster	""	""	""
CR45823	CR45823	FBgn0267473	Drosophila melanogaster	""	""	""
CR45824	CR45824	FBgn0267474	Drosophila melanogaster	""	""	""
CR45825	CR45825	FBgn0267475	Drosophila melanogaster	""	""	""
CR45826	CR45826	FBgn0267476	Drosophila melanogaster	""	""	""
CR45827	CR45827	FBgn0267477	Drosophila melanogaster	""	""	""
CR45828	CR45828	FBgn0267478	Drosophila melanogaster	""	""	""
CR45829	CR45829	FBgn0267479	Drosophila melanogaster	""	""	""
CR45830	CR45830	FBgn0267480	Drosophila melanogaster	""	""	""
CR45831	CR45831	FBgn0267481	Drosophila melanogaster	""	""	""
CR45832	CR45832	FBgn0267482	Drosophila melanogaster	""	""	""
CR45833	CR45833	FBgn0267483	Drosophila melanogaster	""	""	""
CR45834	CR45834	FBgn0267484	Drosophila melanogaster	""	""	""
CR45835	CR45835	FBgn0267485	Drosophila melanogaster	""	""	""
CR45836	2SrRNA:CR45836	FBgn0267496	Drosophila melanogaster	""	2S ribosomal RNA:CR45836	""
CR45837	28SrRNA:CR45837	FBgn0267497	Drosophila melanogaster	""	28S ribosomal RNA:CR45837	""
CR45838	18SrRNA:CR45838	FBgn0267498	Drosophila melanogaster	""	18S ribosomal RNA:CR45838	""
CR45839	5.8SrRNA:CR45839	FBgn0267499	Drosophila melanogaster	""	5.8S ribosomal RNA:CR45839	""
CR45840	2SrRNA:CR45840	FBgn0267500	Drosophila melanogaster	""	2S ribosomal RNA:CR45840	""
CR45841	18SrRNA:CR45841	FBgn0267501	Drosophila melanogaster	""	18S ribosomal RNA:CR45841	""
CR45842	5.8SrRNA:CR45842	FBgn0267502	Drosophila melanogaster	""	5.8S ribosomal RNA:CR45842	""
CR45843	2SrRNA:CR45843	FBgn0267503	Drosophila melanogaster	""	2S ribosomal RNA:CR45843	""
